season,HomeTeam,AwayTeam,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW,HTFormPts,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts,HomeLeaguePosition,AwayLeaguePosition,LeaguePositionDiff,MatchDayDay,MatchDayMonth,MatchDayDate,match_prediction,Home Prediction,Away Prediction,Result Prediction
1998-99,Middlesbrough,Newcastle,1,24.0,19.0,17.0,19.0,1.4375,1.1875,D,W,W,L,D,D,D,D,D,L,16.0,7,5,0.4375,0.0,0.25,0.125,5,11,-6,Sunday,December,6,2,1,1,D
1998-99,Sheffield Weds,Nott'm Forest,0,14.0,12.0,15.0,24.0,1.0,0.6875,D,D,W,L,D,D,L,L,D,D,16.0,6,3,-0.0625,-0.75,0.3125,0.1875,14,16,-2,Monday,December,7,0,2,1,H
1998-99,Chelsea,Aston Villa,0,24.0,23.0,14.0,13.0,1.75,1.875,W,D,D,D,D,L,W,W,W,W,16.0,11,8,0.625,0.625,-0.125,0.1875,2,1,1,Wednesday,December,9,0,1,0,H
1998-99,Blackburn,Newcastle,1,14.0,19.0,24.0,19.0,0.5625,1.1875,L,W,L,L,L,D,L,D,D,L,16.0,1,5,-0.625,0.0,-0.625,-0.25,18,11,7,Saturday,December,12,1,0,0,D
1998-99,Derby,Chelsea,1,15.0,26.0,14.0,16.0,1.2941176470588236,1.7058823529411764,D,D,W,W,L,D,D,D,W,W,17.0,8,9,0.058823529411764705,0.5882352941176471,-0.4117647058823529,-0.058823529411764705,10,3,7,Saturday,December,12,1,1,1,D
1998-99,Everton,Southampton,0,10.0,12.0,15.0,33.0,1.1176470588235294,0.5882352941176471,D,L,W,L,W,W,L,L,L,D,17.0,7,4,-0.29411764705882354,-1.2352941176470589,0.5294117647058824,0.17647058823529413,13,18,-5,Saturday,December,12,0,1,0,H
1998-99,Leicester,Nott'm Forest,0,18.0,14.0,18.0,27.0,1.2352941176470589,0.6470588235294118,W,L,D,D,L,L,L,D,D,L,17.0,5,2,0.0,-0.7647058823529411,0.5882352941176471,0.17647058823529413,12,17,-5,Saturday,December,12,0,2,0,H
1998-99,Middlesbrough,West Ham,0,26.0,20.0,19.0,20.0,1.411764705882353,1.5294117647058822,D,L,D,W,W,W,D,W,D,D,17.0,7,10,0.4117647058823529,0.0,-0.11764705882352941,-0.17647058823529413,7,4,3,Saturday,December,12,0,1,0,H
1998-99,Sheffield Weds,Charlton,0,17.0,22.0,17.0,24.0,1.1176470588235294,0.9411764705882353,W,L,D,L,W,L,D,D,L,D,17.0,8,2,0.0,-0.11764705882352941,0.17647058823529413,0.35294117647058826,14,15,-1,Saturday,December,12,0,2,0,H
1998-99,Tottenham,Man United,1,21.0,33.0,24.0,19.0,1.2941176470588236,1.7647058823529411,W,D,L,D,W,W,D,L,L,W,17.0,7,8,-0.17647058823529413,0.8235294117647058,-0.47058823529411764,-0.058823529411764705,9,1,8,Saturday,December,12,1,1,1,D
1998-99,Aston Villa,Arsenal,0,24.0,15.0,15.0,7.0,1.7647058823529411,1.5294117647058822,L,D,D,D,D,L,L,D,W,W,17.0,5,6,0.5294117647058824,0.47058823529411764,0.23529411764705882,-0.058823529411764705,1,5,-4,Sunday,December,13,0,2,2,D
1998-99,Wimbledon,Liverpool,0,21.0,27.0,26.0,21.0,1.3529411764705883,1.2941176470588236,W,L,L,W,W,W,L,L,W,L,17.0,9,6,-0.29411764705882354,0.35294117647058826,0.058823529411764705,0.17647058823529413,8,11,-3,Sunday,December,13,0,1,0,H
1998-99,Leeds,Coventry,0,26.0,14.0,14.0,23.0,1.5294117647058822,0.8823529411764706,W,L,L,D,W,L,W,W,W,W,17.0,12,7,0.7058823529411765,-0.5294117647058824,0.6470588235294118,0.29411764705882354,6,16,-10,Monday,December,14,0,2,0,H
1998-99,Man United,Chelsea,1,33.0,26.0,19.0,16.0,1.7647058823529411,1.7058823529411764,D,D,D,W,W,D,L,D,W,W,17.0,8,9,0.8235294117647058,0.5882352941176471,0.058823529411764705,-0.058823529411764705,2,3,-1,Wednesday,December,16,1,1,1,D
1998-99,Chelsea,Tottenham,0,27.0,23.0,17.0,26.0,1.6666666666666667,1.2777777777777777,D,D,D,W,W,L,D,W,D,D,18.0,7,8,0.5555555555555556,-0.16666666666666666,0.3888888888888889,-0.05555555555555555,3,10,-7,Saturday,December,19,0,1,0,H
1998-99,Coventry,Derby,1,14.0,17.0,25.0,16.0,0.8333333333333334,1.2777777777777777,L,D,L,D,D,W,L,L,W,D,18.0,4,6,-0.6111111111111112,0.05555555555555555,-0.4444444444444444,-0.1111111111111111,17,11,6,Saturday,December,19,1,1,1,D
1998-99,Liverpool,Sheffield Weds,0,27.0,20.0,22.0,17.0,1.2222222222222223,1.2222222222222223,L,W,L,W,W,D,W,W,L,D,18.0,6,11,0.2777777777777778,0.16666666666666666,0.0,-0.2777777777777778,14,13,1,Saturday,December,19,0,2,0,H
1998-99,Man United,Middlesbrough,2,34.0,27.0,20.0,19.0,1.7222222222222223,1.5,D,W,D,D,D,D,W,W,L,D,18.0,6,9,0.7777777777777778,0.4444444444444444,0.2222222222222222,-0.16666666666666666,2,5,-3,Saturday,December,19,2,1,2,A
1998-99,Newcastle,Leicester,0,21.0,21.0,21.0,19.0,1.1666666666666667,1.3333333333333333,D,W,D,W,W,D,L,L,D,L,18.0,6,7,0.0,0.1111111111111111,-0.16666666666666666,-0.05555555555555555,15,9,6,Saturday,December,19,0,1,1,D
1998-99,Nott'm Forest,Blackburn,1,15.0,15.0,30.0,24.0,0.6111111111111112,0.7222222222222222,L,D,L,W,D,L,L,L,D,L,18.0,2,4,-0.8333333333333334,-0.5,-0.1111111111111111,-0.1111111111111111,19,18,1,Saturday,December,19,1,1,1,D
1998-99,Southampton,Wimbledon,0,12.0,22.0,34.0,26.0,0.5555555555555556,1.4444444444444444,L,W,L,W,L,L,W,W,L,L,18.0,3,9,-1.2222222222222223,-0.2222222222222222,-0.8888888888888888,-0.3333333333333333,20,6,14,Saturday,December,19,0,2,1,H
1998-99,West Ham,Everton,0,20.0,11.0,21.0,15.0,1.4444444444444444,1.2222222222222223,L,W,L,D,W,W,W,W,W,L,18.0,9,10,-0.05555555555555555,-0.2222222222222222,0.2222222222222222,-0.05555555555555555,7,12,-5,Saturday,December,19,0,2,1,H
1998-99,Arsenal,Leeds,0,17.0,28.0,10.0,14.0,1.4444444444444444,1.6111111111111112,L,W,D,W,D,L,L,W,D,W,18.0,3,12,0.3888888888888889,0.7777777777777778,-0.16666666666666666,-0.5,8,4,4,Sunday,December,20,0,2,0,H
1998-99,Charlton,Aston Villa,2,22.0,27.0,27.0,17.0,0.8888888888888888,1.8333333333333333,L,W,L,L,L,D,L,D,D,L,18.0,1,5,-0.2777777777777778,0.5555555555555556,-0.9444444444444444,-0.2222222222222222,16,1,15,Monday,December,21,2,0,1,A
1998-99,Arsenal,West Ham,0,20.0,22.0,11.0,22.0,1.5263157894736843,1.5263157894736843,W,W,L,L,D,L,D,W,L,W,19.0,5,9,0.47368421052631576,0.0,0.0,-0.21052631578947367,6,5,1,Saturday,December,26,0,1,0,H
1998-99,Blackburn,Aston Villa,0,17.0,28.0,26.0,17.0,0.7368421052631579,1.894736842105263,D,W,D,W,W,L,L,D,L,D,19.0,5,8,-0.47368421052631576,0.5789473684210527,-1.1578947368421053,-0.15789473684210525,18,1,17,Saturday,December,26,0,1,0,H
1998-99,Coventry,Tottenham,1,15.0,23.0,26.0,28.0,0.8421052631578947,1.2105263157894737,D,L,L,D,L,W,D,L,L,W,19.0,2,7,-0.5789473684210527,-0.2631578947368421,-0.3684210526315789,-0.2631578947368421,16,13,3,Saturday,December,26,1,1,1,D
1998-99,Everton,Derby,1,12.0,18.0,17.0,17.0,1.1578947368421053,1.263157894736842,L,D,W,D,D,D,W,W,W,L,19.0,10,6,-0.2631578947368421,0.05263157894736842,-0.10526315789473684,0.21052631578947367,14,10,4,Saturday,December,26,1,0,1,A
1998-99,Man United,Nott'm Forest,0,36.0,17.0,23.0,32.0,1.631578947368421,0.631578947368421,L,D,D,L,D,L,D,D,W,L,19.0,6,2,0.6842105263157895,-0.7894736842105263,1.0,0.21052631578947367,3,20,-17,Saturday,December,26,0,3,0,H
1998-99,Middlesbrough,Liverpool,2,30.0,29.0,21.0,22.0,1.5789473684210527,1.3157894736842106,W,W,W,L,D,L,D,W,W,W,19.0,11,9,0.47368421052631576,0.3684210526315789,0.2631578947368421,0.10526315789473684,4,9,-5,Saturday,December,26,2,0,2,A
1998-99,Newcastle,Leeds,2,22.0,29.0,21.0,17.0,1.263157894736842,1.5263157894736843,W,L,D,W,D,W,W,L,L,W,19.0,8,9,0.05263157894736842,0.631578947368421,-0.2631578947368421,-0.05263157894736842,12,7,5,Saturday,December,26,2,0,3,A
1998-99,Sheffield Weds,Leicester,2,20.0,21.0,19.0,20.0,1.1578947368421053,1.263157894736842,L,L,W,W,W,W,D,D,W,L,19.0,10,7,0.05263157894736842,0.05263157894736842,-0.10526315789473684,0.15789473684210525,15,11,4,Saturday,December,26,0,0,0,D
1998-99,Southampton,Chelsea,2,15.0,29.0,35.0,17.0,0.6842105263157895,1.736842105263158,W,W,L,D,L,D,L,W,W,D,19.0,6,9,-1.0526315789473684,0.631578947368421,-1.0526315789473684,-0.15789473684210525,19,2,17,Saturday,December,26,2,0,2,A
1998-99,Wimbledon,Charlton,0,23.0,22.0,29.0,28.0,1.368421052631579,0.8421052631578947,L,L,W,L,W,L,L,L,W,L,19.0,9,0,-0.3157894736842105,-0.3157894736842105,0.5263157894736842,0.47368421052631576,8,17,-9,Saturday,December,26,0,1,0,H
1998-99,Aston Villa,Sheffield Weds,0,29.0,20.0,19.0,20.0,1.8,1.1,L,L,W,L,W,W,L,W,D,D,20.0,7,7,0.5,0.0,0.7,0.0,1,15,-14,Monday,December,28,0,2,1,H
1998-99,Charlton,Arsenal,2,23.0,21.0,30.0,11.0,0.8,1.6,L,W,L,W,L,L,L,D,L,D,20.0,0,8,-0.35,0.5,-0.8,-0.4,18,4,14,Monday,December,28,2,1,1,D
1998-99,Derby,Middlesbrough,0,18.0,31.0,17.0,24.0,1.25,1.5,D,L,D,W,D,W,D,D,W,D,20.0,7,8,0.05,0.35,-0.25,-0.05,11,6,5,Monday,December,28,0,1,1,D
1998-99,Leicester,Blackburn,1,22.0,19.0,20.0,27.0,1.35,0.85,W,W,L,D,W,D,W,W,D,L,20.0,10,8,0.1,-0.4,0.5,0.1,10,17,-7,Monday,December,28,0,1,0,H
1998-99,Liverpool,Newcastle,0,32.0,22.0,23.0,24.0,1.4,1.2,W,L,W,W,L,D,L,D,W,W,20.0,9,8,0.45,-0.1,0.2,0.05,9,13,-4,Monday,December,28,0,3,1,H
1998-99,Nott'm Forest,Southampton,1,17.0,15.0,35.0,37.0,0.6,0.65,L,L,D,W,L,L,L,L,D,L,20.0,2,3,-0.9,-1.1,-0.05,-0.05,20,19,1,Monday,December,28,1,1,0,H
1998-99,Tottenham,Everton,0,24.0,12.0,29.0,17.0,1.2,1.15,D,D,L,L,D,W,W,D,L,W,20.0,5,8,-0.25,-0.25,0.05,-0.15,12,14,-2,Monday,December,28,0,3,0,H
1998-99,West Ham,Coventry,0,22.0,16.0,23.0,27.0,1.45,0.85,L,D,W,D,L,L,L,L,W,D,20.0,6,3,-0.05,-0.55,0.6,0.15,8,16,-8,Monday,December,28,0,2,0,H
1998-99,Chelsea,Man United,1,31.0,39.0,17.0,23.0,1.8,1.7,W,W,W,L,D,D,D,D,W,D,20.0,11,6,0.7,0.8,0.1,0.25,2,3,-1,Tuesday,December,29,1,0,0,D
1998-99,Leeds,Wimbledon,1,32.0,25.0,17.0,30.0,1.6,1.45,W,W,L,L,W,W,W,W,L,L,20.0,9,9,0.75,-0.25,0.15,0.0,5,7,-2,Tuesday,December,29,0,2,1,H
1998-99,Arsenal,Liverpool,1,22.0,36.0,11.0,25.0,1.6666666666666667,1.4761904761904763,W,W,W,W,W,W,L,L,D,L,21.0,10,9,0.5238095238095238,0.5238095238095238,0.19047619047619047,0.047619047619047616,3,7,-4,Saturday,January,9,1,0,0,D
1998-99,Blackburn,Leeds,0,20.0,34.0,28.0,19.0,0.8571428571428571,1.5714285714285714,D,D,W,W,D,L,D,W,W,W,21.0,9,10,-0.38095238095238093,0.7142857142857143,-0.7142857142857143,-0.047619047619047616,16,5,11,Saturday,January,9,0,1,0,H
1998-99,Coventry,Nott'm Forest,0,16.0,18.0,29.0,36.0,0.8095238095238095,0.6190476190476191,L,D,D,L,D,D,L,L,L,L,21.0,2,2,-0.6190476190476191,-0.8571428571428571,0.19047619047619047,0.0,17,20,-3,Saturday,January,9,0,3,0,H
1998-99,Everton,Leicester,1,13.0,23.0,21.0,21.0,1.0952380952380953,1.3333333333333333,L,D,D,W,L,L,W,W,D,W,21.0,5,10,-0.38095238095238093,0.09523809523809523,-0.23809523809523808,-0.23809523809523808,14,11,3,Saturday,January,9,1,0,0,D
1998-99,Middlesbrough,Aston Villa,1,32.0,31.0,26.0,20.0,1.4285714285714286,1.8571428571428572,L,W,L,L,W,W,W,W,D,L,21.0,7,9,0.2857142857142857,0.5238095238095238,-0.42857142857142855,-0.09523809523809523,9,1,8,Saturday,January,9,1,0,0,D
1998-99,Newcastle,Chelsea,2,24.0,31.0,28.0,17.0,1.1428571428571428,1.7619047619047619,L,D,L,W,W,W,D,D,D,D,21.0,5,9,-0.19047619047619047,0.6666666666666666,-0.6190476190476191,-0.19047619047619047,13,2,11,Saturday,January,9,2,0,1,A
1998-99,Sheffield Weds,Tottenham,1,21.0,28.0,22.0,30.0,1.0476190476190477,1.2857142857142858,L,W,L,D,L,L,W,D,W,W,21.0,6,8,-0.047619047619047616,-0.09523809523809523,-0.23809523809523808,-0.09523809523809523,15,12,3,Saturday,January,9,1,0,0,D
1998-99,Southampton,Charlton,0,16.0,23.0,38.0,31.0,0.6666666666666666,0.7619047619047619,D,L,L,L,W,L,L,L,L,L,21.0,4,0,-1.0476190476190477,-0.38095238095238093,-0.09523809523809523,0.19047619047619047,19,18,1,Saturday,January,9,1,2,1,H
1998-99,Wimbledon,Derby,0,27.0,20.0,32.0,18.0,1.4285714285714286,1.3333333333333333,D,W,W,D,L,D,W,D,W,D,21.0,10,7,-0.23809523809523808,0.09523809523809523,0.09523809523809523,0.14285714285714285,8,10,-2,Saturday,January,9,0,2,0,H
1998-99,Man United,West Ham,0,39.0,24.0,23.0,23.0,1.6666666666666667,1.5238095238095237,D,W,W,L,L,W,D,L,D,L,21.0,6,6,0.7619047619047619,0.047619047619047616,0.14285714285714285,0.0,4,6,-2,Sunday,January,10,0,1,0,H
1998-99,Chelsea,Coventry,0,32.0,20.0,17.0,29.0,1.8181818181818181,0.9090909090909091,W,W,D,L,W,D,W,D,D,L,22.0,11,5,0.6818181818181818,-0.4090909090909091,0.9090909090909091,0.2727272727272727,2,17,-15,Saturday,January,16,0,1,0,H
1998-99,Derby,Blackburn,0,21.0,21.0,20.0,28.0,1.2727272727272727,0.9545454545454546,L,W,W,D,D,W,D,D,D,D,22.0,6,9,0.045454545454545456,-0.3181818181818182,0.3181818181818182,-0.13636363636363635,12,16,-4,Saturday,January,16,0,0,0,D
1998-99,Leeds,Middlesbrough,0,34.0,32.0,20.0,26.0,1.5,1.4090909090909092,L,D,D,L,W,L,L,W,W,W,22.0,7,7,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,6,9,-3,Saturday,January,16,0,2,0,H
1998-99,Leicester,Man United,2,23.0,43.0,21.0,24.0,1.3181818181818181,1.7272727272727273,D,W,D,D,W,W,L,L,W,D,22.0,8,8,0.09090909090909091,0.8636363636363636,-0.4090909090909091,0.0,10,3,7,Saturday,January,16,2,1,5,A
1998-99,Liverpool,Southampton,0,36.0,19.0,25.0,39.0,1.4545454545454546,0.7727272727272727,D,W,W,D,W,L,W,W,L,L,22.0,10,7,0.5,-0.9090909090909091,0.6818181818181818,0.13636363636363635,8,18,-10,Saturday,January,16,0,3,0,H
1998-99,Nott'm Forest,Arsenal,2,18.0,22.0,40.0,11.0,0.5909090909090909,1.6363636363636365,L,D,D,W,L,W,D,W,L,L,22.0,2,10,-1.0,0.5,-1.0454545454545454,-0.36363636363636365,20,4,16,Saturday,January,16,2,0,3,A
1998-99,Tottenham,Wimbledon,1,28.0,29.0,30.0,33.0,1.2727272727272727,1.5,D,W,W,D,D,W,L,L,D,W,22.0,6,10,-0.09090909090909091,-0.18181818181818182,-0.22727272727272727,-0.18181818181818182,11,5,6,Saturday,January,16,1,0,1,A
1998-99,West Ham,Sheffield Weds,2,25.0,21.0,27.0,22.0,1.4545454545454546,1.0454545454545454,L,D,W,L,L,L,W,L,L,W,22.0,6,4,-0.09090909090909091,-0.045454545454545456,0.4090909090909091,0.09090909090909091,7,15,-8,Saturday,January,16,2,0,3,A
1998-99,Charlton,Newcastle,1,24.0,24.0,34.0,29.0,0.7272727272727273,1.0909090909090908,L,L,L,L,L,L,L,W,L,D,22.0,0,4,-0.45454545454545453,-0.22727272727272727,-0.36363636363636365,-0.18181818181818182,19,14,5,Sunday,January,17,1,1,1,D
1998-99,Aston Villa,Everton,0,31.0,13.0,20.0,21.0,1.8181818181818181,1.0909090909090908,D,D,W,L,L,D,W,L,W,W,22.0,10,5,0.5,-0.36363636363636365,0.7272727272727273,0.22727272727272727,1,13,-12,Monday,January,18,0,2,0,H
1998-99,Blackburn,Tottenham,1,21.0,28.0,29.0,30.0,0.9130434782608695,1.2608695652173914,L,D,W,D,D,W,W,D,D,L,23.0,8,6,-0.34782608695652173,-0.08695652173913043,-0.34782608695652173,0.08695652173913043,16,12,4,Saturday,January,30,1,0,0,D
1998-99,Coventry,Liverpool,0,21.0,43.0,31.0,26.0,0.8695652173913043,1.5217391304347827,L,W,W,D,L,W,D,W,D,W,23.0,5,13,-0.43478260869565216,0.7391304347826086,-0.6521739130434783,-0.34782608695652173,17,6,11,Saturday,January,30,2,0,2,A
1998-99,Everton,Nott'm Forest,2,13.0,18.0,24.0,41.0,1.0434782608695652,0.5652173913043478,L,L,D,L,L,D,D,L,L,D,23.0,2,2,-0.4782608695652174,-1.0,0.4782608695652174,0.0,15,20,-5,Saturday,January,30,0,0,0,D
1998-99,Middlesbrough,Leicester,1,32.0,25.0,28.0,27.0,1.3478260869565217,1.2608695652173914,L,L,D,D,L,D,L,W,W,L,23.0,4,5,0.17391304347826086,-0.08695652173913043,0.08695652173913043,-0.043478260869565216,10,11,-1,Saturday,January,30,1,0,0,D
1998-99,Newcastle,Aston Villa,0,26.0,34.0,31.0,20.0,1.0869565217391304,1.8695652173913044,D,W,L,D,L,W,L,L,W,W,23.0,4,10,-0.21739130434782608,0.6086956521739131,-0.782608695652174,-0.2608695652173913,14,1,13,Saturday,January,30,0,1,0,H
1998-99,Sheffield Weds,Derby,2,25.0,22.0,22.0,20.0,1.1304347826086956,1.3478260869565217,W,W,D,L,L,W,L,D,L,D,23.0,4,8,0.13043478260869565,0.08695652173913043,-0.21739130434782608,-0.17391304347826086,13,9,4,Saturday,January,30,2,0,1,A
1998-99,Southampton,Leeds,0,20.0,36.0,46.0,20.0,0.7391304347826086,1.565217391304348,L,W,W,L,D,D,L,W,W,L,23.0,7,7,-1.1304347826086956,0.6956521739130435,-0.8260869565217391,0.0,18,5,13,Saturday,January,30,2,2,0,H
1998-99,Wimbledon,West Ham,1,29.0,25.0,33.0,31.0,1.4782608695652173,1.391304347826087,D,L,W,L,D,W,W,L,L,W,23.0,8,6,-0.17391304347826086,-0.2608695652173913,0.08695652173913043,0.08695652173913043,7,8,-1,Saturday,January,30,1,0,0,D
1998-99,Arsenal,Chelsea,0,23.0,34.0,11.0,18.0,1.6956521739130435,1.8695652173913044,W,W,D,W,W,D,W,W,W,W,23.0,13,13,0.5217391304347826,0.6956521739130435,-0.17391304347826086,0.0,4,2,2,Sunday,January,31,0,1,0,H
1998-99,Charlton,Man United,2,26.0,49.0,36.0,26.0,0.7391304347826086,1.7826086956521738,D,W,L,W,L,D,L,W,L,L,23.0,1,10,-0.43478260869565216,1.0,-1.0434782608695652,-0.391304347826087,19,3,16,Sunday,January,31,2,0,1,A
1998-99,Man United,Derby,0,50.0,23.0,26.0,20.0,1.8333333333333333,1.4166666666666667,W,W,W,W,W,L,D,W,W,D,24.0,13,10,1.0,0.125,0.4166666666666667,0.125,1,9,-8,Tuesday,February,2,0,1,0,H
1998-99,Aston Villa,Blackburn,2,35.0,22.0,22.0,30.0,1.7916666666666667,0.9166666666666666,L,D,W,L,D,W,W,D,L,W,24.0,7,8,0.5416666666666666,-0.3333333333333333,0.875,-0.041666666666666664,2,16,-14,Saturday,February,6,2,1,2,A
1998-99,Chelsea,Southampton,0,34.0,23.0,19.0,46.0,1.7916666666666667,0.8333333333333334,L,W,W,L,W,W,D,D,W,L,24.0,10,7,0.625,-0.9583333333333334,0.9583333333333334,0.125,3,17,-14,Saturday,February,6,0,1,0,H
1998-99,Leeds,Newcastle,2,36.0,28.0,23.0,32.0,1.5,1.1666666666666667,L,W,W,D,L,L,D,L,W,L,24.0,7,4,0.5416666666666666,-0.16666666666666666,0.3333333333333333,0.125,5,12,-7,Saturday,February,6,2,0,1,A
1998-99,Leicester,Sheffield Weds,2,25.0,25.0,27.0,23.0,1.25,1.0833333333333333,D,L,L,W,D,D,D,L,W,L,24.0,6,4,-0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,10,13,-3,Saturday,February,6,0,1,0,H
1998-99,Liverpool,Middlesbrough,0,44.0,32.0,28.0,28.0,1.4583333333333333,1.3333333333333333,L,D,W,L,D,D,W,L,W,L,24.0,10,2,0.6666666666666666,0.16666666666666666,0.125,0.3333333333333333,6,9,-3,Saturday,February,6,0,3,0,H
1998-99,Nott'm Forest,Man United,2,19.0,50.0,41.0,26.0,0.6666666666666666,1.8333333333333333,W,W,L,W,L,W,D,D,L,W,24.0,4,13,-0.9166666666666666,1.0,-1.1666666666666667,-0.375,18,3,15,Saturday,February,6,2,0,7,A
1998-99,Tottenham,Coventry,1,29.0,23.0,31.0,32.0,1.25,0.9583333333333334,D,W,D,L,D,W,W,L,D,D,24.0,7,7,-0.08333333333333333,-0.375,0.2916666666666667,0.0,11,15,-4,Saturday,February,6,1,0,0,D
1998-99,West Ham,Arsenal,2,25.0,24.0,31.0,11.0,1.375,1.75,D,W,L,W,L,D,W,W,L,W,24.0,4,13,-0.25,0.5416666666666666,-0.375,-0.375,8,4,4,Saturday,February,6,2,0,3,A
1998-99,Derby,Everton,0,23.0,13.0,20.0,25.0,1.4166666666666667,1.0,W,L,W,L,L,D,W,L,D,D,24.0,10,2,0.125,-0.5,0.4166666666666667,0.3333333333333333,7,14,-7,Sunday,February,7,0,1,0,H
1998-99,Charlton,Wimbledon,0,28.0,29.0,37.0,35.0,0.8,1.4,W,L,L,D,D,D,L,W,L,D,25.0,4,6,-0.36,-0.24,-0.6,-0.08,16,7,9,Monday,February,8,0,2,0,H
1998-99,Charlton,Liverpool,0,28.0,47.0,37.0,29.0,0.8,1.52,W,W,L,L,D,W,L,D,L,W,25.0,4,10,-0.36,0.72,-0.72,-0.24,16,5,11,Saturday,February,13,0,1,0,H
1998-99,West Ham,Nott'm Forest,0,25.0,20.0,35.0,49.0,1.32,0.64,L,L,D,W,L,L,L,L,W,D,25.0,4,4,-0.4,-1.16,0.68,0.0,8,17,-9,Saturday,February,13,0,3,0,H
1998-99,Aston Villa,Leeds,2,36.0,36.0,25.0,24.0,1.72,1.44,L,L,L,L,W,W,D,L,W,D,25.0,7,4,0.44,0.48,0.28,0.12,4,6,-2,Wednesday,February,17,2,1,2,A
1998-99,Chelsea,Blackburn,1,35.0,25.0,19.0,31.0,1.84,1.0,W,W,L,D,W,L,W,W,D,D,25.0,10,8,0.64,-0.24,0.84,0.08,2,16,-14,Wednesday,February,17,1,0,0,D
1998-99,Everton,Middlesbrough,0,14.0,33.0,27.0,31.0,0.96,1.28,L,L,L,D,L,L,D,D,L,L,25.0,1,2,-0.52,0.08,-0.32,-0.04,14,9,5,Wednesday,February,17,0,4,0,H
1998-99,Man United,Arsenal,1,51.0,28.0,26.0,11.0,1.88,1.8,W,W,W,W,W,W,W,D,D,W,25.0,13,13,1.0,0.68,0.08,0.0,1,4,-3,Wednesday,February,17,0,1,1,D
1998-99,Newcastle,Coventry,0,29.0,23.0,32.0,32.0,1.24,0.96,W,D,W,W,D,L,L,W,L,L,25.0,7,7,-0.12,-0.36,0.28,0.0,10,15,-5,Wednesday,February,17,0,2,0,H
1998-99,Arsenal,Leicester,0,28.0,25.0,11.0,29.0,1.8,1.2,W,L,W,D,W,L,D,D,W,D,25.0,13,3,0.68,-0.16,0.6,0.4,3,11,-8,Saturday,February,20,0,4,0,H
1998-99,Blackburn,Sheffield Weds,2,25.0,27.0,31.0,23.0,1.0,1.16,W,W,D,L,L,W,W,D,D,L,25.0,8,7,-0.24,0.16,-0.16,0.04,13,12,1,Saturday,February,20,0,1,3,A
1998-99,Coventry,Man United,2,24.0,59.0,36.0,27.0,0.9230769230769231,1.9230769230769231,L,W,D,W,W,W,L,W,W,W,26.0,7,15,-0.46153846153846156,1.2307692307692308,-1.0,-0.3076923076923077,13,1,12,Saturday,February,20,2,0,1,A
1998-99,Derby,Charlton,2,25.0,29.0,22.0,37.0,1.4230769230769231,0.8846153846153846,W,W,L,W,W,L,W,D,L,L,26.0,9,7,0.11538461538461539,-0.3076923076923077,0.5384615384615384,0.07692307692307693,6,18,-12,Saturday,February,20,2,0,2,A
1998-99,Leeds,Everton,0,38.0,19.0,25.0,27.0,1.5,1.0384615384615385,W,W,L,L,L,L,W,L,L,D,26.0,6,4,0.5,-0.3076923076923077,0.46153846153846156,0.07692307692307693,4,12,-8,Saturday,February,20,0,1,0,H
1998-99,Liverpool,West Ham,1,47.0,27.0,30.0,36.0,1.4615384615384615,1.3846153846153846,L,W,W,L,L,D,W,L,D,L,26.0,7,4,0.6538461538461539,-0.34615384615384615,0.07692307692307693,0.11538461538461539,5,7,-2,Saturday,February,20,1,1,1,D
1998-99,Middlesbrough,Tottenham,1,33.0,29.0,36.0,31.0,1.2307692307692308,1.2307692307692308,L,D,L,D,D,D,L,D,D,D,26.0,2,5,-0.11538461538461539,-0.07692307692307693,0.0,-0.11538461538461539,10,11,-1,Saturday,February,20,1,0,0,D
1998-99,Nott'm Forest,Chelsea,2,21.0,36.0,51.0,20.0,0.6153846153846154,1.8076923076923077,L,D,L,W,W,L,L,W,L,W,26.0,3,10,-1.1538461538461537,0.6153846153846154,-1.1923076923076923,-0.2692307692307692,16,2,14,Saturday,February,20,2,1,4,A
1998-99,Southampton,Newcastle,0,25.0,33.0,48.0,33.0,0.8846153846153846,1.3076923076923077,W,W,L,W,W,W,L,D,W,L,26.0,9,10,-0.8846153846153846,0.0,-0.4230769230769231,-0.038461538461538464,14,9,5,Saturday,February,20,0,1,0,H
1998-99,Wimbledon,Aston Villa,1,29.0,37.0,35.0,27.0,1.3846153846153846,1.6538461538461537,D,L,L,L,D,L,D,W,W,D,26.0,6,4,-0.23076923076923078,0.38461538461538464,-0.2692307692307692,0.07692307692307693,8,1,7,Sunday,February,21,1,1,1,D
1998-99,Aston Villa,Coventry,2,37.0,24.0,27.0,36.0,1.6538461538461537,0.9230769230769231,L,L,L,D,L,W,W,L,D,W,26.0,4,7,0.38461538461538464,-0.46153846153846156,0.7307692307692307,-0.11538461538461539,3,15,-12,Saturday,February,27,2,1,2,A
